x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
101.80233,-0.42337,-104.08477,-1.24018,201.77145,-90.17728,Schottisgris,1.17134,-1.52424,11.70348,-3.00357,True,456.96929
99.24712,-0.31657,-96.94429,-1.17864,199.22323,-90.92266,Slängpolskorgris,-0.06017,1.10634,9.63576,2.13567,True,447.76343
98.95767,0.31996,-96.97568,-1.23235,198.92731,-90.51154,Hambogris,-0.25465,-1.00811,10.91246,-1.97907,True,446.30053
99.90032,2.17925,-99.76492,-1.22846,199.87131,-94.21465,Slängpolskorgris,0.11206,-0.68982,9.37541,-1.58675,True,449.61913
98.33552,0.18936,-95.65543,-1.20414,198.30882,-88.34572,Hambogris,-1.35724,-0.59229,11.79610,2.18090,True,443.84990
99.96675,0.57652,-106.48110,-1.21924,199.93736,-92.73144,Slängpolskorgris,-0.35228,-0.23527,10.90906,-0.76112,True,446.59320
100.32561,-0.48272,-100.19610,-1.23322,200.29484,-92.14464,Polkagris,1.37296,2.71904,11.65750,-4.05977,True,451.53001
99.19540,0.30071,-98.84758,-1.23364,199.16486,-88.92897,Slängpolskorgris,-3.40145,0.82956,13.63577,-1.91262,True,446.55321
100.67288,-0.45723,-95.20301,-1.22254,200.64337,-91.60518,Polkagris,0.66992,0.92017,10.51606,-2.57102,True,455.76290
99.87928,0.31585,-98.38645,-1.23492,199.84917,-90.84705,Slängpolskorgris,1.55563,1.85156,12.18393,-3.00116,True,450.20318
99.37771,-0.40560,-98.11856,-1.20245,199.35071,-92.49124,Slängpolskorgris,-1.61233,-0.03543,10.89351,1.71543,True,447.82926
100.40498,0.47249,-97.99688,-1.21391,200.37685,-91.16311,Polkagris,-0.67206,-0.51933,11.12879,-2.47490,True,453.02644
99.25069,-0.22545,-100.86513,-1.22154,199.22202,-89.36061,Slängpolskorgris,-0.40360,-1.14530,10.98901,-2.70339,True,445.82089
99.97463,0.10265,-100.47214,-1.23113,199.94357,-90.77583,Slängpolskorgris,0.04156,-0.73517,10.28457,0.82775,True,449.63710
100.87448,0.08615,-94.90388,-1.23131,200.84412,-90.89673,Polkagris,0.27069,-1.60554,13.82998,-3.28265,True,456.92044
98.88858,0.33225,-103.09922,-1.22395,198.85993,-92.17837,Hambogris,1.42701,-0.30656,9.15799,-1.99671,True,442.89330
99.49250,-0.03376,-99.84389,-1.25228,199.46019,-91.91255,Slängpolskorgris,-2.53553,-0.51936,12.71707,-1.84204,True,447.54058
100.45599,0.12953,-97.26266,-1.23465,200.42554,-93.26004,Polkagris,-0.67861,-0.47873,9.92304,-0.83304,True,453.64863
99.45397,0.48680,-100.66957,-1.25323,199.42098,-90.45193,Slängpolskorgris,-0.09257,-0.26394,11.18027,-0.82208,True,446.93506
100.28405,-0.73612,-100.69922,-1.22885,200.25401,-91.49964,Polkagris,-2.96752,-3.65768,13.72599,0.24756,True,451.07066
101.54652,0.07478,-101.83859,-1.20535,201.51863,-96.81547,Schottisgris,2.18963,2.02653,7.34528,-2.81805,True,456.81330
99.81085,-0.64914,-96.04635,-1.22930,199.78049,-86.89009,Slängpolskorgris,-1.36578,-0.52662,10.03736,-2.00094,True,451.03110
100.21727,-0.81983,-101.83624,-1.21184,200.18891,-92.24414,Polkagris,0.85311,0.47098,5.26089,1.39159,True,450.16824
99.72517,0.65919,-101.27518,-1.22755,199.69524,-89.11646,Slängpolskorgris,-1.74302,0.78828,11.20085,-2.93748,True,447.98825
100.38118,-0.77442,-93.05379,-1.22402,200.35125,-92.62049,Polkagris,0.14643,-0.33058,10.91363,4.36472,True,455.37898
98.93783,1.38064,-104.53112,-1.22367,198.90857,-89.06358,Hambogris,0.70126,-2.40431,10.11749,-3.51304,True,442.42357
99.35462,-0.58648,-98.54325,-1.25543,199.32182,-90.26072,Slängpolskorgris,0.03922,1.50202,11.04830,-2.21828,True,447.50147
99.35747,0.18168,-102.57258,-1.23532,199.32682,-91.98039,Slängpolskorgris,0.82192,-0.87941,9.81928,2.94431,True,445.50108
98.85254,-1.39956,-100.48207,-1.19919,198.82577,-90.90669,Hambogris,1.89013,1.61697,12.27084,0.68958,True,444.02165
98.51270,-0.06482,-98.57679,-1.24227,198.48087,-89.20777,Hambogris,0.33484,-0.63278,11.23221,-2.73671,True,443.27513
100.76105,0.40352,-101.07229,-1.21618,200.73277,-90.83967,Polkagris,-0.14019,0.39301,9.28679,1.66756,True,453.26909
101.17251,-0.47071,-99.20458,-1.19335,201.14731,-92.04870,Schottisgris,0.65712,0.45958,10.27864,3.43601,True,456.26024
100.28272,0.59174,-94.40673,-1.21474,200.25385,-91.47282,Polkagris,-0.49571,-0.22859,11.46982,0.08100,True,454.21025
100.85249,1.16397,-100.95556,-1.17824,200.82846,-89.87789,Polkagris,0.06140,0.60563,13.25253,3.22597,True,453.78465
100.38872,-1.02743,-97.46676,-1.19783,200.36173,-91.10927,Polkagris,-0.61162,-1.65077,8.13248,1.63309,True,453.21021
99.73696,1.67684,-99.87577,-1.22903,199.70781,-92.46680,Slängpolskorgris,1.04701,-1.26140,10.61124,-2.80253,True,448.74690
100.37768,0.75833,-104.58860,-1.22039,200.34868,-92.28607,Polkagris,0.60437,1.21210,8.91391,2.44670,True,449.59412
98.55423,1.04054,-98.58815,-1.20405,198.52648,-88.78688,Hambogris,1.31259,2.30771,11.23466,-0.79875,True,443.47708
101.26915,0.69237,-98.93753,-1.24021,201.23765,-95.19828,Schottisgris,-0.88075,-0.58704,9.55840,-0.18610,True,456.87697
100.18823,0.94488,-100.99714,-1.21571,200.15888,-90.62864,Polkagris,0.37886,-0.00919,7.20274,1.35920,True,450.44258
97.65133,-1.50896,-102.48843,-1.22771,197.62192,-87.96635,Hambogris,1.06583,-1.54309,10.79217,-2.86999,True,437.01246
100.98712,-0.10644,-99.26885,-1.17977,200.96304,-91.54923,Polkagris,0.21166,-0.25989,11.72891,-0.26119,True,455.30119
100.26826,-0.22234,-96.70461,-1.25976,200.23474,-93.44966,Polkagris,-1.88353,1.98951,11.06584,-1.24450,True,452.98901
100.72884,0.47527,-106.47703,-1.23075,200.69849,-92.90549,Polkagris,1.11150,0.90064,11.74292,-2.28140,True,450.40569
101.21647,0.34626,-102.02703,-1.20503,201.18845,-93.19553,Schottisgris,-0.66368,-0.33557,11.36352,3.92430,True,455.06884
99.82659,-0.47209,-100.67018,-1.20239,199.79945,-93.29183,Slängpolskorgris,1.21648,0.02147,10.37920,1.04109,True,448.79787
100.19499,0.04123,-98.10711,-1.22433,200.16607,-90.57644,Polkagris,-1.92174,1.02078,9.01270,-2.02548,True,451.92139
100.21743,0.02370,-102.51020,-1.22320,200.18783,-89.45646,Polkagris,-1.24921,-1.98911,7.11660,3.39879,True,449.83205
100.42897,-1.22592,-98.66130,-1.25594,200.39606,-92.33225,Polkagris,1.72342,1.56578,12.52685,-1.29221,True,452.81418
100.58575,0.11906,-100.25351,-1.19270,200.55892,-91.57700,Polkagris,-0.55761,0.77904,10.25793,1.55723,True,452.80200
100.18630,0.42047,-101.20081,-1.22982,200.15654,-91.51702,Polkagris,0.38268,1.35476,12.59284,-1.51696,True,450.33112
99.78239,-0.60126,-104.22431,-1.20603,199.75469,-92.59100,Slängpolskorgris,-0.77666,-0.01507,10.10756,-1.96219,True,446.79980
101.45914,-0.80722,-99.22154,-1.22572,201.43003,-93.56346,Schottisgris,-1.60738,1.72928,11.23069,-3.17455,True,457.68493
98.63898,0.06115,-94.44412,-1.20417,198.61125,-91.84199,Hambogris,0.69779,0.13764,10.96813,-1.89086,True,445.97282
99.71185,0.05572,-98.41139,-1.19387,199.68529,-89.42974,Slängpolskorgris,-1.47041,-1.88440,12.53538,-0.66305,True,449.35355
99.99256,-0.19139,-102.13689,-1.23042,199.96212,-91.79677,Slängpolskorgris,-1.84876,0.39640,7.71712,-3.06170,True,448.89436
100.90854,-0.67920,-101.97955,-1.19754,200.88112,-92.63229,Polkagris,0.35651,0.05910,11.68025,2.80210,True,453.55295
101.06652,-0.16284,-100.02305,-1.25698,201.03306,-91.70474,Schottisgris,1.97284,1.02083,12.33697,-1.80722,True,455.32108
98.52575,-0.35936,-101.10738,-1.21100,198.49840,-92.36343,Hambogris,0.55322,-0.72114,11.38215,1.73393,True,442.07504
100.05850,0.64779,-99.48008,-1.20331,200.03023,-91.50620,Polkagris,1.10041,-0.13041,11.67756,2.45664,True,450.55248
98.82779,0.17831,-100.20446,-1.23635,198.79662,-88.02929,Hambogris,-0.87075,-2.30414,9.11650,-0.68094,True,444.03671
99.19533,0.32567,-103.27317,-1.24330,199.16333,-90.78025,Slängpolskorgris,1.86856,-1.50645,9.09384,-0.40351,True,444.34005
100.80252,-0.57949,-96.70748,-1.21589,200.77308,-89.43850,Polkagris,-0.20337,1.37532,10.87406,-0.96477,True,455.65887
99.39749,0.20896,-99.96153,-1.19009,199.37181,-89.78938,Slängpolskorgris,0.41622,2.65558,9.75929,3.32526,True,447.00667
99.06663,-0.13694,-102.11084,-1.18164,199.04261,-87.77198,Slängpolskorgris,-0.32541,-0.10273,10.70485,3.04836,True,444.27772
99.10669,0.31022,-101.85105,-1.23252,199.07688,-87.18883,Slängpolskorgris,0.84981,-0.48539,10.81945,-4.18030,True,444.60795
98.96514,-0.84797,-96.32330,-1.20809,198.93737,-90.16599,Hambogris,0.27331,0.65660,10.88567,4.40747,True,446.66406
98.98362,-0.02687,-97.49150,-1.23323,198.95379,-88.77555,Hambogris,-0.65835,0.64139,12.87007,-2.23761,True,446.17236
98.60072,0.39034,-96.30368,-1.20082,198.57350,-91.33418,Hambogris,0.73171,0.37323,11.66464,-0.17008,True,444.85177
100.19989,-0.15653,-98.19180,-1.23783,200.16936,-91.34252,Polkagris,0.82589,-1.43654,11.84185,-2.62083,True,451.90355
98.85603,-0.36871,-98.96854,-1.23943,198.82471,-91.67695,Hambogris,0.97010,-1.16733,11.36371,-1.60856,True,444.79589
99.16539,-0.11528,-100.92380,-1.18866,199.13996,-89.57487,Slängpolskorgris,-0.41368,-1.23433,10.24047,-1.72584,True,445.36506
99.48586,0.29685,-97.64609,-1.23235,199.45533,-91.14372,Slängpolskorgris,4.20337,-4.19906,12.77711,-1.42760,True,448.60624
101.16101,0.61202,-98.52983,-1.22402,201.13173,-95.11516,Schottisgris,-0.97902,0.96300,10.02451,-2.07334,True,456.54011
99.99524,-0.17215,-99.53762,-1.18846,199.96929,-91.58681,Slängpolskorgris,-0.12386,1.02275,10.11745,-0.74690,True,450.20738
99.20854,0.91144,-100.47901,-1.22659,199.17934,-93.07059,Slängpolskorgris,-3.55336,2.26108,10.46212,-2.42852,True,445.80321
101.24471,-0.38448,-103.52960,-1.20430,201.21702,-90.86029,Schottisgris,-0.32197,1.24033,14.12995,-0.44369,True,454.45875
100.52214,-1.21610,-97.29823,-1.25470,200.48960,-95.89818,Polkagris,0.17699,-1.91253,12.82026,-0.41375,True,453.96158
100.94013,1.80642,-99.75573,-1.26046,200.90635,-91.42851,Polkagris,0.39885,-2.15889,8.56326,3.05420,True,454.82279
100.71458,0.27953,-97.58540,-1.21555,200.68568,-92.46869,Polkagris,1.27858,-0.05853,11.16785,5.06065,True,454.78021
99.19998,0.61900,-97.80965,-1.19053,199.17495,-90.14224,Slängpolskorgris,0.21330,0.40989,12.08087,1.66739,True,447.09508
101.02835,-0.44202,-103.93631,-1.22913,200.99926,-96.86004,Schottisgris,0.70712,-0.98779,10.34502,-0.45781,True,453.17359
101.86100,0.68767,-95.10930,-1.23713,201.82978,-92.56330,Schottisgris,-0.30016,0.23981,10.90294,-1.84834,True,461.75036
100.30688,-0.31448,-96.40758,-1.22093,200.27838,-89.91588,Polkagris,2.65568,-1.16347,10.93135,-1.05739,True,453.33060
100.23787,-0.70311,-109.01814,-1.22632,200.20802,-89.09671,Polkagris,1.81439,-0.65136,11.48877,-1.17079,True,446.68026
99.66148,0.00292,-100.76856,-1.22938,199.63208,-90.27398,Slängpolskorgris,0.55111,-2.13443,11.99723,-5.34211,True,447.92312
100.11585,0.12544,-99.76683,-1.22419,200.08621,-88.88177,Polkagris,0.02898,-0.17653,11.63068,-0.63332,True,450.69584
100.15812,0.11833,-100.33093,-1.25093,200.12592,-92.64383,Polkagris,0.42546,0.34110,12.39311,-1.52731,True,450.62512
97.83731,-0.18686,-97.50937,-1.20280,197.81044,-89.99959,Hambogris,-0.07860,0.34881,11.19657,2.23331,True,440.43188
101.12354,0.04219,-98.33801,-1.22987,201.09362,-92.18469,Schottisgris,-2.44932,1.67082,11.81163,-2.11133,True,456.44872
101.26775,1.07995,-98.70018,-1.19196,201.24174,-90.57299,Schottisgris,0.32768,1.16711,11.18381,3.17079,True,456.98866
98.62830,0.94635,-102.56139,-1.22608,198.59856,-90.82148,Hambogris,-0.61962,3.04554,11.94487,-3.96225,True,441.86079
101.16171,0.74386,-99.04717,-1.23131,201.13179,-95.30152,Schottisgris,0.20095,0.14105,13.16296,-1.81615,True,456.28497
98.85041,-0.29583,-100.02201,-1.19913,198.82386,-88.95331,Hambogris,1.53977,-0.13692,13.05701,0.51559,True,444.24104
100.59872,-0.52582,-96.18935,-1.19935,200.57112,-92.16241,Polkagris,-0.10918,0.21233,10.28691,1.30519,True,454.89894
99.89225,-0.36834,-102.73618,-1.19233,199.86630,-91.41758,Slängpolskorgris,0.74639,0.17993,9.11224,2.08856,True,448.09317
102.35140,1.13979,-103.65717,-1.21995,202.32328,-93.32408,Polskorgris,-1.37230,0.11914,11.98899,-0.68721,True,459.92844
100.18806,1.27340,-98.72111,-1.23927,200.15651,-92.78577,Polkagris,0.72205,0.02053,11.26613,-2.18942,True,451.57973
99.19078,-0.56382,-96.30084,-1.19003,199.16464,-90.55459,Slängpolskorgris,-0.55849,0.04825,9.34320,1.61271,True,447.80346
102.40561,-0.36411,-97.19332,-1.23060,202.37581,-91.54237,Polskorgris,-0.98275,-2.77502,12.19553,-0.95948,True,463.43138
101.12159,0.86871,-108.41343,-1.23471,201.09093,-93.55224,Schottisgris,-0.78208,-1.14407,12.21647,-0.28772,True,451.40123
99.80270,-1.30233,-99.84747,-1.22674,199.77376,-89.61305,Slängpolskorgris,-4.21056,2.12630,11.07088,-2.47309,True,449.08977
98.37978,0.72909,-103.94025,-1.22998,198.34932,-91.36912,Hambogris,0.34684,-1.05920,9.73719,-1.01524,True,439.92879
100.27288,-0.80090,-98.86223,-1.24256,200.24161,-88.83373,Polkagris,-0.03141,0.30969,13.52360,-0.25099,True,451.93327
101.69058,0.72402,-101.99588,-1.19572,201.66414,-93.48400,Schottisgris,0.29773,-0.57865,12.22355,-0.62529,True,457.45495
102.14436,0.35223,-104.46194,-1.20074,202.11750,-91.39809,Polskorgris,0.61486,-3.05512,13.73881,-2.21242,True,458.49084
100.04298,-0.97843,-98.73849,-1.25384,200.01053,-91.51436,Polkagris,-0.07318,0.00626,9.05333,4.04426,True,450.84565
99.48766,-0.57215,-97.47658,-1.17957,199.46392,-90.72690,Slängpolskorgris,1.57120,-1.01326,11.51407,2.58904,True,448.70001
97.97784,0.30964,-96.37459,-1.22180,197.94831,-90.67178,Hambogris,-0.88310,0.17309,12.14950,-0.94907,True,441.70192
98.37628,1.44043,-100.83665,-1.23687,198.34556,-90.70234,Hambogris,0.56946,-1.82635,11.09527,-1.30681,True,441.46307
98.69703,0.43166,-102.81755,-1.18079,198.67207,-89.65400,Hambogris,0.61822,-0.06954,10.84739,5.77023,True,442.07637
101.07665,-0.30988,-99.14207,-1.23127,201.04608,-90.17365,Schottisgris,-2.21037,-0.40151,12.71437,-2.36610,True,455.81219
101.31442,0.13770,-96.65020,-1.20666,201.28706,-90.42285,Schottisgris,-0.71977,-0.86997,9.74594,-2.47235,True,458.24699
100.13407,-0.57526,-102.30474,-1.21530,200.10547,-88.20069,Polkagris,-0.16431,0.67545,13.81238,-0.66856,True,449.51798
99.95761,-0.70193,-101.13769,-1.22875,199.92804,-93.81664,Slängpolskorgris,-2.45423,1.04705,10.43086,-1.38871,True,449.21921
99.74047,-1.43423,-97.84824,-1.22561,199.71101,-92.00454,Slängpolskorgris,2.24103,-0.74203,10.41585,0.12884,True,449.77823
98.68549,0.76354,-96.55927,-1.22966,198.65599,-86.49287,Hambogris,-0.09634,-2.75399,10.20789,-3.07980,True,445.14780
99.23661,-0.53143,-103.39437,-1.24158,199.20486,-89.63657,Slängpolskorgris,-2.75258,2.07247,11.84594,-2.71282,True,444.48588
100.66260,0.21166,-101.44648,-1.24428,200.63057,-93.66263,Polkagris,1.11956,2.01236,11.55169,-3.48811,True,452.58974
101.52108,-0.21422,-103.80930,-1.22558,201.49108,-92.02676,Schottisgris,-0.16708,0.36015,14.55317,-0.98889,True,455.70077
101.43599,0.30170,-100.39385,-1.23818,201.40538,-90.44588,Schottisgris,-1.48251,2.07587,12.64573,-1.84521,True,456.98304
99.21806,-0.43555,-99.11726,-1.25052,199.18593,-91.64342,Slängpolskorgris,-1.09158,-1.07435,11.97498,-0.22233,True,446.53168
98.33110,1.27061,-99.73592,-1.24946,198.29847,-89.52659,Hambogris,1.72196,-0.97962,12.60871,-0.74692,True,441.78756
99.85428,-0.21536,-99.66618,-1.22781,199.82450,-91.18050,Slängpolskorgris,0.03553,2.13709,12.04502,-0.98734,True,449.43830
101.44132,0.77241,-103.62652,-1.19681,201.41486,-91.15382,Schottisgris,-0.44656,0.15861,11.25336,2.05400,True,455.39332
98.86547,-0.48140,-99.24480,-1.21767,198.83691,-88.97623,Hambogris,-0.08315,-0.76644,10.61516,1.78845,True,444.70494
100.60392,1.32618,-94.00365,-1.19838,200.57788,-92.98926,Polkagris,0.53220,-0.57733,12.14973,1.87271,True,456.01777
99.27494,-0.39700,-103.84477,-1.19735,199.24807,-90.58682,Slängpolskorgris,-0.17392,-0.64800,11.97470,-1.53536,True,444.45232
100.91031,-0.02319,-101.16600,-1.23412,200.88023,-92.60758,Polkagris,1.56659,-0.32464,10.41026,-3.00257,True,453.96855
100.94157,-0.51874,-103.73825,-1.18409,200.91669,-92.02745,Polkagris,-0.33774,-0.72160,10.13424,1.49310,True,452.83870
100.01157,0.96618,-102.52841,-1.22532,199.98170,-90.86552,Polkagris,0.32902,-0.73921,11.50262,-1.77045,True,448.79363
99.33116,0.23744,-99.77804,-1.23533,199.30140,-91.11509,Slängpolskorgris,0.36823,1.68374,10.50487,-1.36928,True,446.76678
101.00964,-0.39464,-100.87203,-1.21707,200.98049,-92.25301,Polkagris,0.63581,-0.57471,11.77787,-0.26702,True,454.61217
99.24731,-0.54562,-95.69730,-1.23963,199.21633,-90.87277,Slängpolskorgris,-0.22140,-0.74669,11.23078,-1.10796,True,448.38789
99.37881,0.64384,-95.55507,-1.22675,199.34952,-92.00339,Slängpolskorgris,-0.24912,0.56582,12.12777,-1.11200,True,449.11653
98.05833,-0.91661,-96.28023,-1.21390,198.02929,-87.83740,Hambogris,-1.31325,-1.89790,11.37329,0.95963,True,442.15153
100.75701,1.59499,-99.50538,-1.22302,200.72797,-93.43879,Polkagris,-3.21272,1.05505,10.73231,-3.72994,True,454.03238
100.90906,0.91070,-102.53131,-1.20762,200.88137,-91.69829,Polkagris,1.09041,-0.42710,12.95813,-4.50989,True,453.27965
101.19803,0.60733,-103.44000,-1.18484,201.17229,-91.31097,Schottisgris,-0.41822,1.47754,9.24655,1.43592,True,454.27017
99.51883,-0.63477,-98.08342,-1.23420,199.48822,-89.26783,Slängpolskorgris,-1.09843,-1.86257,9.39507,-3.78043,True,448.55245
102.08794,0.76456,-100.37571,-1.24074,202.05666,-95.89764,Polskorgris,-0.23219,-0.93654,10.70793,1.71902,True,460.25185
99.85747,0.08299,-101.93457,-1.25251,199.82463,-91.84672,Slängpolskorgris,-0.90937,-1.98469,10.03092,0.02275,True,448.32006
101.19338,0.53377,-99.37748,-1.22599,201.16420,-88.87063,Schottisgris,-0.43720,2.01019,11.42933,-0.88424,True,456.27815
101.15069,-0.80979,-105.27391,-1.20489,201.12284,-92.31464,Schottisgris,-0.42662,-0.80880,11.36276,-1.45330,True,453.11649
99.42528,-0.09850,-102.13553,-1.20252,199.39752,-91.15081,Slängpolskorgris,-1.48926,1.54304,9.84677,0.41382,True,446.05862
100.06880,0.07155,-102.14209,-1.20140,200.04083,-89.85519,Polkagris,-1.19072,1.13552,11.02809,0.78198,True,449.27295
100.45708,0.06387,-98.90026,-1.21986,200.42723,-90.97417,Polkagris,-1.17098,-0.29215,11.31608,2.93971,True,452.83525
101.86086,-0.05217,-101.93181,-1.22983,201.83078,-92.73092,Schottisgris,0.04205,0.27389,11.65600,-2.38167,True,458.33838
100.28024,-0.98769,-99.41952,-1.23021,200.25071,-91.80354,Polkagris,-0.57984,1.90165,9.02461,-0.74063,True,451.69142
101.26175,-0.50160,-102.84377,-1.20210,201.23486,-92.28292,Schottisgris,-4.02610,0.23042,12.82049,0.79179,True,454.88686
99.01066,0.15381,-98.36412,-1.22838,198.98085,-90.66493,Slängpolskorgris,0.83924,-0.40668,9.83470,-1.95407,True,445.87122
99.40442,0.52560,-103.25615,-1.20360,199.37790,-90.30927,Slängpolskorgris,-1.09715,-0.85349,11.70710,4.82016,True,445.39402
98.55884,1.15815,-107.88252,-1.24213,198.52706,-89.53181,Hambogris,0.30863,-0.39095,10.96518,-3.03158,True,438.85294
99.57967,-0.43883,-98.77616,-1.22523,199.55078,-92.25167,Slängpolskorgris,1.25353,0.43181,10.49738,-4.23895,True,448.51029
99.31299,0.49405,-100.11659,-1.19858,199.28588,-90.25170,Slängpolskorgris,-0.70136,0.46358,10.04384,-1.20639,True,446.50667
99.12250,-0.77677,-104.44220,-1.22809,199.09324,-90.81621,Slängpolskorgris,-0.20161,-1.05451,10.83107,-2.32995,True,443.39141
99.72200,0.42269,-102.26124,-1.19751,199.69607,-91.50559,Slängpolskorgris,0.12428,0.28451,10.18762,-3.65266,True,447.47936
100.28556,0.52428,-99.79158,-1.17856,200.26152,-90.66264,Polkagris,-0.67022,-0.15187,10.95302,3.73338,True,451.53202
100.21835,0.26081,-99.31638,-1.22625,200.18953,-92.33568,Polkagris,-0.31547,0.51494,13.25924,-4.03095,True,451.43356
99.15672,-0.48646,-97.18726,-1.22498,199.12671,-90.56073,Slängpolskorgris,-0.02351,-0.26126,11.07470,0.56766,True,447.18996
99.09495,-0.15745,-98.08062,-1.20586,199.06723,-92.73661,Slängpolskorgris,-1.98484,-0.29821,9.01881,0.81503,True,446.43445
99.90394,0.70247,-100.90668,-1.19417,199.87723,-90.50962,Slängpolskorgris,-0.43697,-0.09626,11.12441,-1.28757,True,449.06634
101.05541,-0.81034,-104.72531,-1.22463,201.02560,-91.33614,Schottisgris,-0.26783,0.09118,9.91582,0.06941,True,452.91441
99.95756,-0.56836,-102.20892,-1.19167,199.93094,-91.05739,Slängpolskorgris,0.19267,0.37541,11.67222,3.47189,True,448.68333
100.01397,1.57565,-100.38925,-1.19538,199.98692,-91.60098,Polkagris,0.75799,-1.05338,11.10971,1.05944,True,449.87520
101.54497,0.32065,-107.22098,-1.19072,201.51922,-92.35981,Schottisgris,-1.39329,-1.30350,12.47010,-0.76521,True,454.11435
101.47497,-0.13762,-102.16409,-1.20646,201.44704,-91.90054,Schottisgris,-0.11801,-0.56308,14.23935,0.59197,True,456.29283
98.07883,-0.69452,-95.37799,-1.24029,198.04779,-92.04762,Hambogris,0.40415,-0.03280,11.10631,-4.40445,True,442.70514
100.43598,0.51516,-103.33173,-1.20697,200.40772,-91.66819,Polkagris,-0.93776,0.14260,11.95152,2.21251,True,450.51404
100.81388,-0.23759,-100.08109,-1.24084,200.78267,-94.08482,Polkagris,2.38933,3.29475,8.31592,2.28133,True,454.02887
99.43251,0.26037,-100.10523,-1.21911,199.40447,-91.51563,Slängpolskorgris,0.26931,0.66585,11.32493,-3.96234,True,447.10996
100.43869,0.75329,-98.93118,-1.23235,200.40896,-92.21722,Polkagris,0.37146,0.13433,9.83031,-1.17348,True,452.72785
99.29379,-0.27445,-96.46787,-1.21981,199.26461,-91.55836,Slängpolskorgris,-0.00829,0.96527,8.32958,3.33567,True,448.23501
98.28055,-0.15462,-100.93386,-1.20718,198.25263,-88.68020,Hambogris,1.21646,-0.41626,11.44165,1.33413,True,440.93584
